user_id,academic_year,branch,skills,quiz_q1_response,quiz_q2_response,quiz_q3_response,quiz_q4_response,quiz_q5_response,quiz_q6_response,quiz_q7_response,quiz_q8_response,quiz_q9_response,quiz_q10_response,visual_percent,auditory_percent,kinesthetic_percent,recommended_format,recommended_courses,recommended_books,recommended_blogs
12196,Final Year (BE),Artificial Intelligence and Machine Learning,"React, AWS, Figma, Python, SQL",A,A,A,A,B,A,C,C,C,C,49,45,6,Videos,"AWS Cloud Essentials, Intro to DSA",AI: A Modern Approach,"freecodecamp.org, dev.to"
12197,Final Year (BE),Electronics and Computer Engineering,"C++, HTML",C,C,B,B,C,B,C,C,A,B,47,45,8,Videos,Cybersecurity Basics,Python Crash Course,dev.to
12198,Third Year (TE),Computer Science Engineering,"Linux, HTML, CSS, Java, Figma",C,B,A,A,B,A,C,C,A,C,19,40,41,Projects,Intro to DSA,"Python Crash Course, Clean Code","geeksforgeeks.org, towardsdatascience.com"
12199,Final Year (BE),Information Technology,"SQL, Python, Docker, HTML, C++",C,B,A,B,C,C,A,B,A,A,56,30,14,Videos,ML Bootcamp,Python Crash Course,"freecodecamp.org, medium.com"
12200,Second Year (SE),Electronics and Computer Engineering,"HTML, Python, Java, Figma, SQL",B,C,A,A,B,A,A,A,A,C,59,36,5,Videos,Intro to DSA,"You Don’t Know JS, AI: A Modern Approach",towardsdatascience.com
12201,Second Year (SE),Artificial Intelligence and Machine Learning,"Figma, Python, React, C++, AWS",C,C,B,C,C,C,B,B,A,B,34,11,55,Projects,"Frontend Crash Course, AWS Cloud Essentials, Intro to DSA",AI: A Modern Approach,medium.com
12202,Final Year (BE),Information Technology,"JavaScript, C++, React",A,A,A,B,A,B,C,C,B,B,56,12,32,Videos,"ML Bootcamp, AWS Cloud Essentials, Frontend Crash Course","You Don’t Know JS, Python Crash Course","medium.com, freecodecamp.org"
12203,Third Year (TE),Electronics and Computer Engineering,"React, HTML, Linux",C,C,B,B,C,C,B,C,A,B,51,13,36,Videos,Cybersecurity Basics,"Clean Code, AI: A Modern Approach","freecodecamp.org, geeksforgeeks.org"
12204,Third Year (TE),Artificial Intelligence and Machine Learning,"React, CSS",C,B,A,A,A,C,C,C,C,A,33,35,32,Podcasts,AWS Cloud Essentials,"Design Patterns, Clean Code",freecodecamp.org
12205,Second Year (SE),Artificial Intelligence and Machine Learning,"HTML, Java, AWS, JavaScript",B,C,B,B,A,A,B,A,C,C,53,25,22,Videos,"Intro to DSA, Cybersecurity Basics","Python Crash Course, Design Patterns",towardsdatascience.com
12206,First Year (FE),Artificial Intelligence and Machine Learning,"JavaScript, Linux, Docker",A,C,C,B,A,C,A,B,B,A,18,47,35,Podcasts,"Cybersecurity Basics, ML Bootcamp, AWS Cloud Essentials","You Don’t Know JS, Design Patterns",geeksforgeeks.org
12207,First Year (FE),Artificial Intelligence and Machine Learning,"JavaScript, Figma, Python",C,A,A,B,C,A,C,C,C,A,17,31,52,Projects,"Frontend Crash Course, Intro to DSA, ML Bootcamp","You Don’t Know JS, Design Patterns","geeksforgeeks.org, freecodecamp.org"
12208,Third Year (TE),Electronics and Computer Engineering,"Linux, Docker, Python, SQL, AWS",C,C,B,B,C,A,B,B,B,C,20,32,48,Projects,"Intro to DSA, AWS Cloud Essentials, ML Bootcamp",AI: A Modern Approach,dev.to
12209,Second Year (SE),Information Technology,"Python, Linux, Figma",A,C,A,C,A,B,B,C,C,C,21,44,35,Podcasts,ML Bootcamp,"Clean Code, Design Patterns","freecodecamp.org, geeksforgeeks.org"
12210,First Year (FE),Computer Science Engineering,"Java, HTML, React",A,A,B,C,B,A,C,A,C,A,32,67,1,Podcasts,"Intro to DSA, ML Bootcamp, Cybersecurity Basics","Design Patterns, Clean Code","medium.com, towardsdatascience.com"
12211,Second Year (SE),Electronics and Computer Engineering,"Linux, C++, CSS, Figma",A,C,C,B,C,B,A,B,C,A,53,26,21,Videos,"AWS Cloud Essentials, Intro to DSA, Cybersecurity Basics","Python Crash Course, Design Patterns",geeksforgeeks.org
12212,First Year (FE),Information Technology,"Docker, Java, HTML",A,C,C,A,C,C,A,B,B,C,54,10,36,Videos,"Frontend Crash Course, Intro to DSA, AWS Cloud Essentials","You Don’t Know JS, Python Crash Course",geeksforgeeks.org
12213,Final Year (BE),Electronics & Communication,"SQL, React, HTML, C++, Docker",B,B,C,C,B,A,A,B,C,C,40,50,10,Podcasts,"AWS Cloud Essentials, ML Bootcamp","Clean Code, AI: A Modern Approach","medium.com, dev.to"
12214,First Year (FE),Computer Science Engineering,"Docker, HTML, Java, Figma",A,C,C,C,C,B,B,A,C,A,24,13,63,Projects,"Frontend Crash Course, ML Bootcamp","You Don’t Know JS, AI: A Modern Approach","freecodecamp.org, medium.com"
12215,Third Year (TE),Information Technology,"CSS, Java",A,B,B,A,C,A,C,C,A,C,23,47,30,Podcasts,"ML Bootcamp, AWS Cloud Essentials, Cybersecurity Basics","AI: A Modern Approach, Python Crash Course","towardsdatascience.com, dev.to"
12216,Final Year (BE),Information Technology,"Docker, Python, JavaScript, CSS, AWS",B,B,A,C,B,B,B,A,B,B,50,32,18,Videos,"Frontend Crash Course, AWS Cloud Essentials","Python Crash Course, AI: A Modern Approach","geeksforgeeks.org, towardsdatascience.com"
12217,Third Year (TE),Artificial Intelligence and Machine Learning,"SQL, AWS",C,B,B,B,C,A,C,A,A,B,59,22,19,Videos,"AWS Cloud Essentials, Cybersecurity Basics","You Don’t Know JS, Python Crash Course",geeksforgeeks.org
12218,Third Year (TE),Electronics and Computer Engineering,"JavaScript, Docker, Python, React, Java",A,C,A,C,A,B,A,C,C,A,22,45,33,Podcasts,"Frontend Crash Course, Intro to DSA","Design Patterns, AI: A Modern Approach","geeksforgeeks.org, towardsdatascience.com"
12219,Third Year (TE),Information Technology,"React, Linux",A,B,B,B,B,B,B,C,C,C,20,79,1,Podcasts,"Frontend Crash Course, Cybersecurity Basics, AWS Cloud Essentials","You Don’t Know JS, Clean Code","medium.com, freecodecamp.org"
12220,Second Year (SE),Electronics and Computer Engineering,"SQL, CSS",C,A,C,A,C,B,B,B,A,A,39,22,39,Videos,"Cybersecurity Basics, AWS Cloud Essentials, ML Bootcamp",Clean Code,"freecodecamp.org, towardsdatascience.com"
12221,First Year (FE),Computer Science Engineering,"Linux, AWS, Docker, JavaScript",A,C,B,C,C,A,A,B,A,A,26,21,53,Projects,"Cybersecurity Basics, ML Bootcamp, Intro to DSA","AI: A Modern Approach, Python Crash Course","geeksforgeeks.org, freecodecamp.org"
12222,First Year (FE),Computer Science Engineering,"CSS, HTML",B,C,C,B,A,B,B,C,B,A,50,47,3,Videos,"Cybersecurity Basics, Intro to DSA",Design Patterns,freecodecamp.org
12223,Second Year (SE),Electronics and Computer Engineering,"CSS, JavaScript, Python, Docker",B,C,A,A,C,A,C,A,B,B,60,30,10,Videos,"AWS Cloud Essentials, ML Bootcamp",Python Crash Course,"dev.to, medium.com"
12224,Third Year (TE),Electronics & Communication,"HTML, Java, CSS",A,C,C,B,B,C,C,B,B,C,53,21,26,Videos,"Cybersecurity Basics, Frontend Crash Course",Clean Code,"freecodecamp.org, medium.com"
12225,Second Year (SE),Electronics & Communication,"Python, AWS, HTML, Linux, SQL",A,A,A,C,A,A,B,B,C,C,32,36,32,Podcasts,"Intro to DSA, AWS Cloud Essentials, Frontend Crash Course",AI: A Modern Approach,geeksforgeeks.org
12226,First Year (FE),Artificial Intelligence and Machine Learning,"JavaScript, Python, React, C++, Linux",A,C,C,C,B,C,C,C,C,B,23,27,50,Projects,ML Bootcamp,AI: A Modern Approach,"towardsdatascience.com, dev.to"
12227,Third Year (TE),Computer Science Engineering,"Java, Python, JavaScript, C++",A,A,B,C,A,C,B,A,B,A,51,44,5,Videos,"Cybersecurity Basics, ML Bootcamp",Design Patterns,"medium.com, towardsdatascience.com"
12228,Third Year (TE),Artificial Intelligence and Machine Learning,"CSS, AWS, React, Linux, Figma",B,B,A,B,B,B,B,C,A,A,56,39,5,Videos,Cybersecurity Basics,"Design Patterns, You Don’t Know JS",towardsdatascience.com
12229,Final Year (BE),Artificial Intelligence and Machine Learning,"C++, JavaScript, Java, Python",A,C,B,B,A,B,A,B,B,A,38,50,12,Podcasts,"Cybersecurity Basics, Intro to DSA","Python Crash Course, Clean Code",freecodecamp.org
12230,Second Year (SE),Artificial Intelligence and Machine Learning,"Docker, Java, AWS",B,A,A,C,B,C,C,B,C,A,51,13,36,Videos,"Intro to DSA, AWS Cloud Essentials",Python Crash Course,dev.to
12231,Third Year (TE),Electronics & Communication,"C++, Python",A,A,C,C,B,A,B,B,C,B,14,22,64,Projects,Frontend Crash Course,Clean Code,"dev.to, medium.com"
12232,Third Year (TE),Computer Science Engineering,"SQL, JavaScript, Python",B,C,A,C,C,B,C,B,C,B,55,33,12,Videos,"Frontend Crash Course, Cybersecurity Basics, ML Bootcamp",You Don’t Know JS,freecodecamp.org
12233,Second Year (SE),Electronics and Computer Engineering,"React, Python",B,B,C,C,B,B,B,B,A,B,43,15,42,Videos,Frontend Crash Course,Python Crash Course,medium.com
12234,Third Year (TE),Electronics & Communication,"Python, HTML, SQL, CSS, C++",B,C,B,A,A,C,C,C,A,B,16,11,73,Projects,"Cybersecurity Basics, Intro to DSA",You Don’t Know JS,"freecodecamp.org, geeksforgeeks.org"
12235,Final Year (BE),Artificial Intelligence and Machine Learning,"Docker, Figma, Linux",B,C,B,C,B,A,B,C,C,A,45,31,24,Videos,"AWS Cloud Essentials, Cybersecurity Basics, Intro to DSA",Design Patterns,freecodecamp.org
12236,Second Year (SE),Information Technology,"Linux, CSS",A,C,C,C,B,C,A,B,C,B,60,15,25,Videos,"ML Bootcamp, AWS Cloud Essentials, Cybersecurity Basics",You Don’t Know JS,dev.to
12237,Third Year (TE),Computer Science Engineering,"JavaScript, Java, React, Python, Docker",A,C,B,B,C,B,B,C,B,C,16,32,52,Projects,"Intro to DSA, Cybersecurity Basics",You Don’t Know JS,dev.to
12238,Final Year (BE),Electronics and Computer Engineering,"Java, AWS, Linux, React",A,B,B,A,C,C,A,C,A,B,28,59,13,Podcasts,Cybersecurity Basics,AI: A Modern Approach,geeksforgeeks.org
12239,First Year (FE),Artificial Intelligence and Machine Learning,"Java, React, JavaScript",A,B,C,C,B,A,B,B,B,A,12,51,37,Podcasts,"Cybersecurity Basics, Frontend Crash Course, ML Bootcamp",You Don’t Know JS,medium.com
12240,Third Year (TE),Electronics & Communication,"C++, SQL, JavaScript",B,C,C,B,B,C,A,A,B,A,54,42,4,Videos,AWS Cloud Essentials,Design Patterns,medium.com
12241,Final Year (BE),Information Technology,"Docker, C++",C,B,B,B,B,C,A,C,A,C,39,20,41,Projects,"Cybersecurity Basics, AWS Cloud Essentials",AI: A Modern Approach,medium.com
12242,Second Year (SE),Electronics & Communication,"C++, AWS, React, Docker",C,A,B,B,B,B,B,B,A,C,53,12,35,Videos,"Intro to DSA, AWS Cloud Essentials",Clean Code,"dev.to, freecodecamp.org"
12243,Final Year (BE),Artificial Intelligence and Machine Learning,"C++, SQL",A,B,C,A,A,C,C,B,A,A,53,35,12,Videos,"AWS Cloud Essentials, Frontend Crash Course",Python Crash Course,medium.com
12244,First Year (FE),Information Technology,"SQL, C++",C,C,B,A,B,A,B,B,C,A,58,28,14,Videos,"Cybersecurity Basics, Frontend Crash Course","Python Crash Course, You Don’t Know JS",medium.com
12245,First Year (FE),Artificial Intelligence and Machine Learning,"HTML, Docker",A,A,C,C,C,C,C,B,B,B,27,16,57,Projects,"Intro to DSA, Cybersecurity Basics, AWS Cloud Essentials","AI: A Modern Approach, Clean Code",medium.com
12246,Second Year (SE),Electronics & Communication,"Docker, HTML",B,B,B,A,A,C,C,B,A,C,14,53,33,Podcasts,"Frontend Crash Course, Intro to DSA","Python Crash Course, Clean Code",medium.com
12247,Second Year (SE),Electronics and Computer Engineering,"SQL, C++, Docker, JavaScript",A,C,A,C,B,B,B,B,A,C,36,21,43,Projects,"Frontend Crash Course, AWS Cloud Essentials, ML Bootcamp",Design Patterns,medium.com
12248,Final Year (BE),Artificial Intelligence and Machine Learning,"Figma, React, Java, AWS",A,B,C,A,A,C,B,C,C,B,34,64,2,Podcasts,"Cybersecurity Basics, ML Bootcamp, Intro to DSA",Clean Code,"freecodecamp.org, geeksforgeeks.org"
12249,Second Year (SE),Electronics and Computer Engineering,"CSS, Python, SQL, JavaScript",C,C,A,C,C,C,A,C,B,B,34,24,42,Projects,ML Bootcamp,Clean Code,towardsdatascience.com
12250,Third Year (TE),Electronics & Communication,"Python, Figma, SQL, React, Docker",A,A,C,C,B,C,A,A,A,A,24,28,48,Projects,"Cybersecurity Basics, Frontend Crash Course, Intro to DSA","You Don’t Know JS, AI: A Modern Approach",towardsdatascience.com
12251,Second Year (SE),Electronics & Communication,"HTML, Figma, CSS, React",C,B,B,A,B,A,C,C,C,B,44,52,4,Podcasts,"ML Bootcamp, Cybersecurity Basics",You Don’t Know JS,dev.to
12252,Third Year (TE),Computer Science Engineering,"AWS, Python",B,B,A,A,B,C,A,A,B,C,49,33,18,Videos,AWS Cloud Essentials,You Don’t Know JS,medium.com
12253,Third Year (TE),Electronics and Computer Engineering,"JavaScript, Java, CSS, React",A,A,B,A,C,A,B,C,C,B,57,25,18,Videos,"AWS Cloud Essentials, Cybersecurity Basics, ML Bootcamp","Clean Code, Design Patterns",freecodecamp.org
12254,Second Year (SE),Artificial Intelligence and Machine Learning,"Docker, AWS, Java, React",A,A,C,A,C,B,B,B,C,A,15,73,12,Podcasts,"Frontend Crash Course, Intro to DSA","Python Crash Course, AI: A Modern Approach",freecodecamp.org
12255,Third Year (TE),Electronics & Communication,"AWS, Java",A,C,B,B,C,A,C,C,A,A,49,13,38,Videos,"Cybersecurity Basics, ML Bootcamp",AI: A Modern Approach,"dev.to, medium.com"
12256,Final Year (BE),Electronics and Computer Engineering,"HTML, CSS, AWS",A,C,B,C,C,A,B,A,C,C,53,10,37,Videos,"Intro to DSA, Frontend Crash Course, AWS Cloud Essentials","Python Crash Course, You Don’t Know JS",medium.com
12257,Second Year (SE),Computer Science Engineering,"CSS, SQL, Python, Linux, React",A,B,A,C,B,C,B,B,C,A,55,29,16,Videos,AWS Cloud Essentials,You Don’t Know JS,"medium.com, freecodecamp.org"
12258,Second Year (SE),Electronics & Communication,"Linux, React, Figma, Docker",C,C,C,C,B,A,C,C,A,C,42,55,3,Podcasts,"Intro to DSA, Frontend Crash Course, AWS Cloud Essentials",Design Patterns,"medium.com, freecodecamp.org"
12259,Second Year (SE),Electronics & Communication,"CSS, Docker, JavaScript",A,C,C,C,C,A,C,A,A,B,13,82,5,Podcasts,ML Bootcamp,"Design Patterns, AI: A Modern Approach","medium.com, geeksforgeeks.org"
12260,Third Year (TE),Electronics & Communication,"Python, Docker, SQL, C++, HTML",B,C,C,B,C,A,A,B,C,B,58,19,23,Videos,ML Bootcamp,"You Don’t Know JS, Design Patterns",freecodecamp.org
12261,Third Year (TE),Information Technology,"Python, React",B,C,C,C,A,B,B,A,A,B,31,57,12,Podcasts,Frontend Crash Course,"Clean Code, Python Crash Course","freecodecamp.org, dev.to"
12262,Second Year (SE),Computer Science Engineering,"Python, React, HTML, C++, Figma",C,C,B,C,B,C,C,C,A,C,58,12,30,Videos,"Frontend Crash Course, AWS Cloud Essentials, Intro to DSA","AI: A Modern Approach, You Don’t Know JS",towardsdatascience.com
12263,Third Year (TE),Electronics & Communication,"JavaScript, React, Java, AWS, Figma",B,A,A,C,C,A,A,B,C,A,24,54,22,Podcasts,"Frontend Crash Course, Intro to DSA","AI: A Modern Approach, You Don’t Know JS","freecodecamp.org, geeksforgeeks.org"
12264,Second Year (SE),Electronics and Computer Engineering,"Linux, JavaScript, C++",C,C,A,C,A,A,B,C,C,C,27,50,23,Podcasts,"ML Bootcamp, AWS Cloud Essentials, Frontend Crash Course",Clean Code,"freecodecamp.org, dev.to"
12265,Third Year (TE),Artificial Intelligence and Machine Learning,"React, C++",B,A,C,A,C,B,C,C,B,B,49,32,19,Videos,Frontend Crash Course,You Don’t Know JS,"towardsdatascience.com, geeksforgeeks.org"
12266,Final Year (BE),Electronics & Communication,"Linux, CSS, AWS, Figma, HTML",A,B,B,C,A,B,B,B,A,B,39,28,33,Videos,"ML Bootcamp, Cybersecurity Basics",You Don’t Know JS,dev.to
12267,Third Year (TE),Artificial Intelligence and Machine Learning,"C++, HTML",B,A,C,B,C,C,B,C,B,C,14,30,56,Projects,Frontend Crash Course,"AI: A Modern Approach, Python Crash Course","freecodecamp.org, medium.com"
12268,Final Year (BE),Electronics & Communication,"Python, CSS, JavaScript",C,A,B,C,A,C,B,B,B,C,47,45,8,Videos,Frontend Crash Course,Python Crash Course,medium.com
12269,Second Year (SE),Computer Science Engineering,"Docker, AWS, C++",B,C,C,B,C,B,A,B,B,C,48,25,27,Videos,"Intro to DSA, AWS Cloud Essentials","Python Crash Course, Clean Code","medium.com, towardsdatascience.com"
12270,Second Year (SE),Information Technology,"AWS, Python, HTML, JavaScript",A,C,B,A,C,C,C,C,C,C,54,24,22,Videos,"Cybersecurity Basics, Intro to DSA",Clean Code,dev.to
12271,First Year (FE),Computer Science Engineering,"Linux, SQL",B,B,A,C,A,B,B,C,A,C,52,48,0,Videos,"ML Bootcamp, Cybersecurity Basics","Python Crash Course, You Don’t Know JS","medium.com, dev.to"
12272,Final Year (BE),Computer Science Engineering,"C++, HTML, React, AWS",C,A,A,B,A,C,A,C,A,A,20,51,29,Podcasts,"Frontend Crash Course, Intro to DSA, Cybersecurity Basics","AI: A Modern Approach, Python Crash Course",dev.to
12273,Second Year (SE),Artificial Intelligence and Machine Learning,"HTML, React, Python, SQL",A,A,A,C,A,B,C,C,C,A,19,15,66,Projects,"ML Bootcamp, Cybersecurity Basics","You Don’t Know JS, Python Crash Course",geeksforgeeks.org
12274,Final Year (BE),Electronics and Computer Engineering,"Docker, Linux, React",B,B,B,C,A,A,B,B,C,B,53,35,12,Videos,"Cybersecurity Basics, ML Bootcamp",Clean Code,"geeksforgeeks.org, medium.com"
12275,Third Year (TE),Electronics & Communication,"CSS, HTML",B,A,C,A,C,A,A,A,C,A,33,42,25,Podcasts,"AWS Cloud Essentials, Cybersecurity Basics",AI: A Modern Approach,dev.to
12276,First Year (FE),Computer Science Engineering,"CSS, React, JavaScript",C,A,C,B,C,B,A,B,A,C,56,17,27,Videos,"Frontend Crash Course, AWS Cloud Essentials","You Don’t Know JS, Python Crash Course","dev.to, towardsdatascience.com"
12277,Second Year (SE),Electronics & Communication,"Java, Python",C,B,B,C,C,C,A,B,B,A,51,19,30,Videos,"Frontend Crash Course, Cybersecurity Basics, AWS Cloud Essentials","Python Crash Course, You Don’t Know JS","towardsdatascience.com, dev.to"
12278,Second Year (SE),Artificial Intelligence and Machine Learning,"Linux, Java",C,A,C,A,A,A,C,A,B,C,59,10,31,Videos,"Cybersecurity Basics, Frontend Crash Course, AWS Cloud Essentials",Clean Code,towardsdatascience.com
12279,Third Year (TE),Electronics and Computer Engineering,"React, Java, JavaScript",C,B,B,B,B,A,A,B,C,C,34,60,6,Podcasts,"AWS Cloud Essentials, Intro to DSA, ML Bootcamp",Python Crash Course,freecodecamp.org
12280,First Year (FE),Electronics and Computer Engineering,"Python, SQL, AWS",B,C,C,A,C,B,A,B,A,B,28,14,58,Projects,"Intro to DSA, ML Bootcamp, Frontend Crash Course",Python Crash Course,towardsdatascience.com
12281,First Year (FE),Computer Science Engineering,"Figma, Docker, Python, C++",A,C,B,B,A,B,A,C,A,C,14,34,52,Projects,"Cybersecurity Basics, AWS Cloud Essentials, Frontend Crash Course","AI: A Modern Approach, Python Crash Course","geeksforgeeks.org, freecodecamp.org"
12282,Final Year (BE),Electronics & Communication,"Docker, C++, React, SQL",B,B,A,B,B,B,A,C,A,B,58,38,4,Videos,Cybersecurity Basics,"Python Crash Course, Clean Code",dev.to
12283,Third Year (TE),Electronics & Communication,"C++, Java, Figma",B,B,B,B,C,A,B,A,A,A,59,32,9,Videos,"Cybersecurity Basics, AWS Cloud Essentials",Python Crash Course,dev.to
12284,Final Year (BE),Electronics & Communication,"CSS, Linux, SQL, Java, AWS",A,C,B,B,A,B,C,B,B,A,39,19,42,Projects,"Cybersecurity Basics, AWS Cloud Essentials","AI: A Modern Approach, Clean Code","medium.com, geeksforgeeks.org"
12285,Final Year (BE),Computer Science Engineering,"Figma, Linux, Java",C,B,C,C,C,B,C,A,B,A,25,56,19,Podcasts,ML Bootcamp,"Design Patterns, Python Crash Course","freecodecamp.org, dev.to"
12286,Third Year (TE),Computer Science Engineering,"Docker, C++",C,B,B,A,C,B,A,A,B,B,23,57,20,Podcasts,"Frontend Crash Course, AWS Cloud Essentials","Design Patterns, Python Crash Course","freecodecamp.org, dev.to"
12287,Third Year (TE),Computer Science Engineering,"Docker, React, Figma, JavaScript, CSS",C,B,A,B,C,C,C,C,A,C,50,25,25,Videos,AWS Cloud Essentials,"Clean Code, AI: A Modern Approach","towardsdatascience.com, geeksforgeeks.org"
12288,First Year (FE),Artificial Intelligence and Machine Learning,"Java, SQL, JavaScript, Python",A,C,C,C,C,C,C,C,A,B,21,68,11,Podcasts,Cybersecurity Basics,Design Patterns,towardsdatascience.com
12289,Third Year (TE),Electronics & Communication,"SQL, HTML, AWS, JavaScript, React",B,C,A,B,A,C,B,B,C,A,25,31,44,Projects,"AWS Cloud Essentials, Frontend Crash Course","AI: A Modern Approach, You Don’t Know JS","towardsdatascience.com, dev.to"
12290,First Year (FE),Information Technology,"AWS, JavaScript, C++, CSS, Docker",B,A,B,B,B,A,C,B,A,A,49,19,32,Videos,"AWS Cloud Essentials, Frontend Crash Course","Clean Code, Design Patterns",freecodecamp.org
12291,First Year (FE),Information Technology,"AWS, CSS, Linux, Docker",B,B,C,B,A,A,B,B,A,B,13,34,53,Projects,ML Bootcamp,Clean Code,"geeksforgeeks.org, towardsdatascience.com"
12292,Third Year (TE),Electronics & Communication,"SQL, Linux",C,B,A,A,C,B,C,C,B,A,32,13,55,Projects,Intro to DSA,"Design Patterns, Clean Code","medium.com, dev.to"
12293,Second Year (SE),Electronics & Communication,"Java, Figma",A,A,B,C,B,C,A,A,C,A,18,24,58,Projects,"Intro to DSA, ML Bootcamp",AI: A Modern Approach,"medium.com, geeksforgeeks.org"
12294,Third Year (TE),Electronics & Communication,"Python, C++, Docker, SQL, React",B,A,A,B,B,A,B,B,B,C,56,23,21,Videos,"Intro to DSA, AWS Cloud Essentials","Python Crash Course, You Don’t Know JS",towardsdatascience.com
12295,Second Year (SE),Electronics & Communication,"Linux, C++, HTML, Python, Docker",A,A,A,A,A,B,B,A,A,B,15,82,3,Podcasts,"Intro to DSA, Cybersecurity Basics",AI: A Modern Approach,dev.to
12296,Third Year (TE),Computer Science Engineering,"Python, Figma, React",B,B,B,A,A,A,C,A,B,B,46,27,27,Videos,ML Bootcamp,"Design Patterns, AI: A Modern Approach",geeksforgeeks.org
12297,Third Year (TE),Artificial Intelligence and Machine Learning,"Python, SQL, Figma, AWS, Java",B,A,B,C,C,B,B,C,B,C,23,40,37,Podcasts,"Cybersecurity Basics, Frontend Crash Course",You Don’t Know JS,towardsdatascience.com
12298,First Year (FE),Information Technology,"Linux, Python, React",A,A,B,C,C,B,C,B,B,A,30,50,20,Podcasts,"ML Bootcamp, Frontend Crash Course","Python Crash Course, You Don’t Know JS","dev.to, freecodecamp.org"
12299,Third Year (TE),Artificial Intelligence and Machine Learning,"Figma, React, CSS, JavaScript, Java",B,A,C,C,B,C,C,C,B,A,31,49,20,Podcasts,Intro to DSA,Design Patterns,medium.com
12300,Second Year (SE),Computer Science Engineering,"CSS, Linux, JavaScript",B,B,B,C,A,B,A,A,A,A,31,45,24,Podcasts,"Intro to DSA, Frontend Crash Course",AI: A Modern Approach,"geeksforgeeks.org, medium.com"
12301,Third Year (TE),Information Technology,"Docker, AWS, C++",B,C,C,C,A,A,B,A,C,B,42,37,21,Videos,Intro to DSA,Design Patterns,freecodecamp.org
12302,First Year (FE),Information Technology,"JavaScript, Docker, Linux",B,C,C,B,C,C,A,C,C,A,32,19,49,Projects,"ML Bootcamp, AWS Cloud Essentials, Frontend Crash Course","Python Crash Course, Clean Code","geeksforgeeks.org, towardsdatascience.com"
12303,First Year (FE),Electronics and Computer Engineering,"HTML, AWS, Java, React",A,B,C,C,A,A,C,A,A,A,26,30,44,Projects,"Intro to DSA, Frontend Crash Course, ML Bootcamp","Design Patterns, Clean Code",geeksforgeeks.org
12304,Second Year (SE),Electronics & Communication,"Figma, SQL",A,A,B,A,B,B,A,C,A,A,52,13,35,Videos,Intro to DSA,"Python Crash Course, You Don’t Know JS","freecodecamp.org, dev.to"
12305,Third Year (TE),Electronics & Communication,"Python, React, CSS, Java",C,C,B,B,C,C,B,A,B,A,18,45,37,Podcasts,Cybersecurity Basics,AI: A Modern Approach,"towardsdatascience.com, freecodecamp.org"
12306,First Year (FE),Electronics & Communication,"CSS, JavaScript",C,C,A,C,A,B,B,B,A,A,54,33,13,Videos,"Cybersecurity Basics, Intro to DSA, ML Bootcamp","Design Patterns, You Don’t Know JS",geeksforgeeks.org
12307,Third Year (TE),Artificial Intelligence and Machine Learning,"SQL, HTML, CSS, AWS, Python",B,C,B,A,A,C,B,A,B,A,11,63,26,Podcasts,"Frontend Crash Course, ML Bootcamp",Clean Code,"medium.com, freecodecamp.org"
12308,First Year (FE),Computer Science Engineering,"SQL, AWS",B,C,A,A,A,C,C,A,B,B,27,37,36,Podcasts,Intro to DSA,Clean Code,medium.com
12309,Final Year (BE),Computer Science Engineering,"CSS, SQL, AWS, JavaScript, C++",A,C,B,B,C,B,A,A,C,A,17,53,30,Podcasts,Intro to DSA,Clean Code,"geeksforgeeks.org, dev.to"
12310,First Year (FE),Computer Science Engineering,"React, SQL, Java",A,A,B,C,B,B,A,C,B,A,10,37,53,Projects,"ML Bootcamp, Cybersecurity Basics","Python Crash Course, Design Patterns","freecodecamp.org, towardsdatascience.com"
12311,Second Year (SE),Artificial Intelligence and Machine Learning,"C++, JavaScript",B,B,A,B,A,A,A,A,B,C,34,35,31,Podcasts,"ML Bootcamp, Frontend Crash Course, Intro to DSA",Clean Code,"geeksforgeeks.org, freecodecamp.org"
12312,Third Year (TE),Information Technology,"Figma, Python",A,A,C,B,A,B,A,C,C,B,34,19,47,Projects,Cybersecurity Basics,"AI: A Modern Approach, Design Patterns",towardsdatascience.com
12313,Final Year (BE),Electronics and Computer Engineering,"SQL, AWS, Linux, CSS, JavaScript",C,B,B,C,A,A,A,B,A,B,29,19,52,Projects,"Cybersecurity Basics, ML Bootcamp, Frontend Crash Course","AI: A Modern Approach, Design Patterns","dev.to, freecodecamp.org"
12314,Final Year (BE),Electronics & Communication,"CSS, Figma, Docker, C++, JavaScript",B,C,B,A,A,A,B,A,C,A,25,50,25,Podcasts,"Intro to DSA, AWS Cloud Essentials, Cybersecurity Basics","Design Patterns, Clean Code","geeksforgeeks.org, freecodecamp.org"
12315,Final Year (BE),Electronics & Communication,"CSS, Python, Figma",A,B,C,C,C,C,B,A,B,B,30,46,24,Podcasts,"ML Bootcamp, Cybersecurity Basics","You Don’t Know JS, Python Crash Course",dev.to
12316,Final Year (BE),Electronics and Computer Engineering,"Python, HTML, C++",B,A,A,C,B,A,C,B,C,A,47,26,27,Videos,"AWS Cloud Essentials, Intro to DSA, Frontend Crash Course",Python Crash Course,geeksforgeeks.org
12317,First Year (FE),Artificial Intelligence and Machine Learning,"React, C++, Figma, CSS, SQL",A,B,A,A,B,C,A,C,C,A,10,36,54,Projects,Frontend Crash Course,"You Don’t Know JS, AI: A Modern Approach","freecodecamp.org, medium.com"
